"Register","Penalty"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Favor"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Favor","Oppose"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Favor"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
