First,Second
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Approve,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Disapprove,Approve
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
Approve,Disapprove
